sessionId,source,label,clickRatePerMin,repeatedClickCount,scrollCount,scrollDirectionChanges,avgPointerSpeed,keyPressCount,navigationCount,avgHesitationMs,maxHesitationMs,durationSec
"synthetic-medium-0126","synthetic","medium","14.31","1","15","4","514.36","24","3","1805.49","3393.71","84.14"
"synthetic-high-0242","synthetic","high","50.93","6","37","20","95.04","74","5","6877.15","9990.41","277.38"
"synthetic-high-0018","synthetic","high","37.43","4","22","17","114.95","101","3","6090.67","14528.13","227.09"
"synthetic-high-0016","synthetic","high","53.44","14","30","17","542.63","52","7","2899.64","9872.04","243.47"
"synthetic-low-0037","synthetic","low","11.24","1","5","2","574.5","8","0","469.7","1552.34","33.84"
"synthetic-low-0148","synthetic","low","5.1","0","5","2","642.58","29","1","473.98","1044.47","54.53"
"synthetic-high-0039","synthetic","high","32.7","8","27","12","298.03","87","10","4100.33","12148.3","142.05"
"synthetic-high-0084","synthetic","high","60.86","13","23","9","125.16","51","8","6289.28","15046.63","170.63"
"synthetic-high-0270","synthetic","high","42.75","13","19","8","465.32","70","6","5264.74","7132.14","143.57"
"synthetic-high-0057","synthetic","high","52.69","13","45","11","136.84","83","10","2896","11863.04","156.2"
"synthetic-low-0257","synthetic","low","5.56","0","5","1","725.11","22","0","407.08","955.86","30.46"
"synthetic-low-0203","synthetic","low","9.78","1","6","2","494.67","10","1","387.47","1198.45","52.03"
"synthetic-medium-0278","synthetic","medium","33.96","1","16","3","468.67","52","4","1059.29","5154.09","139.04"
"synthetic-medium-0129","synthetic","medium","20","4","15","5","427.02","56","1","1807.76","2858.7","112.7"
"synthetic-medium-0199","synthetic","medium","27.15","4","15","3","266.96","21","3","2124.56","3966.8","113.63"
"synthetic-low-0134","synthetic","low","13.11","0","6","2","503.46","33","1","454.01","1754.97","38.75"
"synthetic-low-0137","synthetic","low","10.34","0","6","1","653.14","7","0","393.93","1599.1","60.69"
"synthetic-medium-0156","synthetic","medium","14.35","4","11","7","240.35","29","2","1653.09","6462.62","101.72"
"synthetic-high-0198","synthetic","high","42.97","14","34","13","584.07","61","10","4504.62","15951.19","177.08"
"synthetic-high-0209","synthetic","high","53.28","10","44","12","616.9","76","9","3535.23","17469.22","299.48"
"synthetic-low-0157","synthetic","low","12.36","0","8","2","420.57","6","1","584.77","1690.01","63.86"
"synthetic-high-0035","synthetic","high","37.07","9","40","14","625.14","56","10","4926.98","8359.87","203.78"
"synthetic-low-0212","synthetic","low","9.23","1","1","2","543.07","6","1","488.17","2495.41","60.67"
"synthetic-high-0220","synthetic","high","58.55","12","17","14","861.64","73","10","5108.21","16089.9","142.38"
"synthetic-low-0145","synthetic","low","14.32","0","1","2","632.1","12","1","336.07","2142.17","48.24"
"synthetic-high-0290","synthetic","high","50.53","14","22","13","120.53","92","5","2614.83","9354.19","164.22"
"synthetic-low-0188","synthetic","low","15.69","1","6","0","637.89","24","0","559.56","1415.44","33.39"
"synthetic-medium-0081","synthetic","medium","22.07","4","13","5","491.11","69","1","1243.91","2535.43","144.26"
"synthetic-high-0103","synthetic","high","40.3","10","21","19","656.62","112","7","4639.2","8757.71","236.53"
"synthetic-high-0227","synthetic","high","42.99","9","24","13","281.13","51","9","6437.38","11078.95","218.88"
"synthetic-high-0109","synthetic","high","41.85","14","40","14","348.71","116","5","3038.93","15962.23","224.03"
"synthetic-medium-0096","synthetic","medium","25.13","2","14","5","343.29","67","3","2163.01","2706.82","123.99"
"synthetic-high-0093","synthetic","high","44.16","9","39","17","90.16","104","8","5727.52","16120.8","288.45"
"synthetic-low-0136","synthetic","low","6.57","0","5","2","711.7","11","1","383.54","1150.26","32.02"
"synthetic-medium-0087","synthetic","medium","29.93","3","15","3","273.29","49","2","2002.67","6185.16","88.44"
"synthetic-high-0123","synthetic","high","56.89","13","23","7","861.66","103","4","3818.07","16184.82","165.77"
"synthetic-medium-0083","synthetic","medium","21.27","1","6","7","362.69","29","3","1694.82","3266.64","99.28"
"synthetic-medium-0073","synthetic","medium","30.14","4","13","5","361.03","21","1","2091.61","5236.07","108.86"
"synthetic-low-0227","synthetic","low","13.35","0","1","1","708.21","28","1","701.19","1695.07","71.07"
"synthetic-medium-0085","synthetic","medium","31.87","3","6","4","266.05","30","4","1752.75","5761.66","98.91"
"synthetic-medium-0058","synthetic","medium","18.61","2","8","6","379.31","65","4","1681.56","3906.1","87.83"
"synthetic-high-0122","synthetic","high","53.86","10","18","7","871.03","120","5","6777.86","13542.8","233.74"
"synthetic-low-0218","synthetic","low","9.93","0","1","0","532.38","34","1","442.36","2019.85","55.25"
"synthetic-high-0135","synthetic","high","57.71","13","44","17","97.3","88","9","4681.02","14576.1","221.84"
"synthetic-medium-0059","synthetic","medium","26.05","4","6","3","277.43","44","2","2395.65","4653.66","75.13"
"synthetic-low-0140","synthetic","low","9.61","1","2","0","378.48","27","0","473.49","1508.1","47.52"
"synthetic-high-0124","synthetic","high","47.33","7","41","14","772.68","115","6","5060.77","15243.22","241.03"
"synthetic-low-0187","synthetic","low","6.45","0","5","0","672.1","19","1","819.35","1447.85","66.87"
"synthetic-medium-0052","synthetic","medium","23.9","2","9","7","467.02","43","4","2342.79","6325.73","115.39"
"synthetic-medium-0022","synthetic","medium","19.1","2","14","5","472.34","43","1","1201.42","3446.39","108.42"
"synthetic-low-0182","synthetic","low","5.76","0","8","1","425.83","20","0","770.5","1000.8","35.62"
"synthetic-low-0186","synthetic","low","7.54","1","2","2","554.94","13","1","286.72","1747.77","61.56"
"synthetic-high-0232","synthetic","high","49.29","6","28","20","805.47","95","10","5842.88","9708.87","166.39"
"synthetic-high-0206","synthetic","high","29.7","12","39","12","868.63","91","9","2852.51","13831.85","181.75"
"synthetic-low-0226","synthetic","low","13.65","0","7","1","705.63","35","1","770.08","1108.42","63.47"
"synthetic-high-0098","synthetic","high","57.01","4","28","12","254.53","85","7","3331.32","9734.11","197.57"
"synthetic-low-0219","synthetic","low","14.64","0","6","2","543.56","27","0","367.26","1857.46","66.92"
"synthetic-high-0264","synthetic","high","41.76","11","18","11","420.94","92","6","2747.11","11210.66","155.75"
"synthetic-high-0113","synthetic","high","31.68","13","33","10","836.73","40","9","3922.14","11277.25","271.23"
"synthetic-high-0273","synthetic","high","43.56","8","42","18","674.04","118","8","2878.39","8591.69","229.8"
"synthetic-high-0138","synthetic","high","52.74","10","19","18","781.44","57","3","5726.47","7759.21","291.52"
"synthetic-high-0214","synthetic","high","37.41","10","24","8","445.2","82","7","4384.28","7867.45","190.93"
"synthetic-high-0239","synthetic","high","54.86","10","40","18","132.32","98","10","3546.06","15933.21","141.17"
"synthetic-low-0181","synthetic","low","6.84","1","3","0","488.69","10","1","874.23","1956.05","42.32"
"synthetic-low-0216","synthetic","low","13.2","1","1","0","538.32","11","1","467.65","2197.47","57.61"
"synthetic-high-0137","synthetic","high","64.99","11","17","15","527.71","60","3","6290.21","9980.46","159.09"
"synthetic-low-0172","synthetic","low","9.22","1","3","2","655.26","12","1","564.94","1476.81","32.22"
"synthetic-low-0213","synthetic","low","8.49","1","8","2","461.79","23","1","795.12","2342.47","50.39"
"synthetic-low-0211","synthetic","low","12.32","1","3","0","506.07","27","0","479.07","958.68","42.43"
"synthetic-low-0214","synthetic","low","7.32","0","1","1","518.33","19","0","815.48","1826.76","66.14"
"synthetic-high-0272","synthetic","high","50.84","9","38","7","159.95","67","6","2899.35","12515.48","215.17"
"synthetic-low-0228","synthetic","low","11.89","0","7","1","744.45","12","0","696.19","1248.76","27.78"
"synthetic-low-0185","synthetic","low","12.64","1","4","2","627.53","27","1","623.71","1946.18","72.91"
"synthetic-low-0200","synthetic","low","14","1","4","2","684.19","31","1","876.49","1459.44","59.85"
"synthetic-low-0193","synthetic","low","14.56","0","3","2","595.64","13","1","668.86","1284.92","34.47"
"synthetic-high-0226","synthetic","high","43.3","9","17","12","106.92","52","5","4586","16216.17","247.27"
"synthetic-high-0266","synthetic","high","44.89","9","21","11","809.94","43","5","6161.17","9503.52","176.08"
"synthetic-high-0108","synthetic","high","54.57","14","45","10","432.92","52","8","5475.87","14153.54","320.89"
"synthetic-low-0217","synthetic","low","5.08","0","8","1","739","16","0","271.78","1141.99","38.77"
"synthetic-low-0189","synthetic","low","8.02","0","4","1","434.98","6","1","350.3","1512.77","43.05"
"synthetic-high-0251","synthetic","high","56.7","13","18","7","479.49","83","10","4560.87","9831.01","269.72"
"synthetic-low-0201","synthetic","low","12.99","1","7","1","545.37","17","0","297.05","2205.65","48.8"
"synthetic-high-0202","synthetic","high","56.09","9","42","13","853.8","74","10","4019.82","11976.66","198.65"
"synthetic-high-0276","synthetic","high","35.54","10","42","19","577.94","53","4","3318.39","8181.08","270.42"
"synthetic-high-0119","synthetic","high","42.04","12","45","15","609.58","50","10","6530.84","7820.09","147.29"
"synthetic-high-0112","synthetic","high","49.95","12","44","11","594.57","76","8","2998.44","7848.21","220.28"
"synthetic-low-0165","synthetic","low","12.52","0","8","2","411.76","32","1","470.21","1182.41","25.7"
"synthetic-low-0058","synthetic","low","9.17","0","4","2","418.46","10","1","441.07","1433.83","59.92"
